material,Z_material,A_material,Z,A,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12
Ta,73.0,180.9479,35.,79.,2.402,0.5363,0.023,0.02186,0.0007063,-0.000376,-2.826,-0.872,1.711,-0.4751,0.0547,-0.002301
Ta,73.0,180.9479,36.,84.,2.44,0.5351,0.02135,0.02192,0.0007105,-0.0003733,-2.699,-1.132,1.832,-0.499,0.05687,-0.002375
Ta,73.0,180.9479,37.,85.,2.431,0.5328,0.02001,0.02192,0.000728,-0.000372,-2.639,-1.214,1.883,-0.5129,0.05859,-0.002455
Ta,73.0,180.9479,38.,88.,2.444,0.5311,0.01862,0.02196,0.000733,-0.0003695,-2.545,-1.381,1.966,-0.5311,0.06046,-0.002529
Ta,73.0,180.9479,39.,89.,2.435,0.529,0.0174,0.02197,0.0007424,-0.0003676,-2.489,-1.459,2.015,-0.5445,0.06213,-0.002607
Ta,73.0,180.9479,40.,90.,2.427,0.527,0.01624,0.02198,0.0007475,-0.0003653,-2.436,-1.534,2.063,-0.5575,0.06377,-0.002684
Ta,73.0,180.9479,41.,93.,2.44,0.5255,0.015,0.02202,0.0007432,-0.0003622,-2.345,-1.694,2.142,-0.5748,0.06554,-0.002754
Ta,73.0,180.9479,42.,98.,2.473,0.5238,0.01384,0.02215,0.0007053,-0.0003558,-2.202,-1.963,2.266,-0.5994,0.06779,-0.002832
Ta,73.0,180.9479,43.,98.,2.455,0.522,0.01284,0.02214,0.000712,-0.0003538,-2.179,-1.979,2.289,-0.6082,0.06912,-0.002902
Ta,73.0,180.9479,44.,102.,2.476,0.5212,0.01169,0.02219,0.0007,-0.0003501,-2.071,-2.167,2.375,-0.6252,0.07069,-0.002957
Ta,73.0,180.9479,45.,103.,2.468,0.5197,0.01072,0.0222,0.0006985,-0.0003475,-2.03,-2.222,2.411,-0.6355,0.07202,-0.003021
Ta,73.0,180.9479,46.,106.,2.478,0.5188,0.009718,0.02224,0.0006844,-0.0003436,-1.948,-2.359,2.477,-0.6494,0.07341,-0.003075
Ta,73.0,180.9479,47.,107.,2.471,0.5174,0.008836,0.02225,0.0006767,-0.0003404,-1.911,-2.409,2.51,-0.659,0.07466,-0.003136
Ta,73.0,180.9479,48.,114.,2.515,0.5174,0.007722,0.02235,0.0006456,-0.0003351,-1.741,-2.708,2.632,-0.6796,0.07613,-0.003169
Ta,73.0,180.9479,49.,115.,2.508,0.5161,0.006931,0.02237,0.0006314,-0.0003313,-1.708,-2.751,2.662,-0.6882,0.07727,-0.003224
Ta,73.0,180.9479,50.,120.,2.533,0.5158,0.005981,0.02243,0.0006048,-0.0003264,-1.585,-2.954,2.748,-0.7036,0.0785,-0.00326
Ta,73.0,180.9479,51.,121.,2.526,0.5148,0.005241,0.02243,0.0005927,-0.0003228,-1.562,-2.982,2.769,-0.7101,0.0794,-0.003305
Ta,73.0,180.9479,52.,130.,2.579,0.5155,0.004177,0.02252,0.0005583,-0.0003172,-1.351,-3.326,2.899,-0.7298,0.08051,-0.003313
Ta,73.0,180.9479,53.,127.,2.542,0.5139,0.003688,0.02248,0.0005518,-0.000314,-1.428,-3.189,2.862,-0.7288,0.08118,-0.003371
Ta,73.0,180.9479,54.,132.,2.564,0.5138,0.002876,0.02253,0.0005226,-0.0003089,-1.316,-3.365,2.933,-0.7407,0.08205,-0.003392
Ta,73.0,180.9479,55.,133.,2.557,0.513,0.002254,0.02253,0.0005029,-0.0003046,-1.301,-3.382,2.948,-0.7457,0.08276,-0.003428
Ta,73.0,180.9479,56.,138.,2.578,0.513,0.001522,0.02258,0.0004699,-0.000299,-1.194,-3.548,3.013,-0.7564,0.0835,-0.003445
Ta,73.0,180.9479,57.,139.,2.571,0.5123,0.0009616,0.02258,0.0004463,-0.0002943,-1.183,-3.559,3.025,-0.7605,0.08411,-0.003476
Ta,73.0,180.9479,58.,140.,2.565,0.5116,0.0004369,0.02259,0.00042,-0.0002893,-1.173,-3.568,3.036,-0.7643,0.08468,-0.003507
Ta,73.0,180.9479,59.,141.,2.558,0.511,-6.17e-05,0.0226,0.0003924,-0.0002842,-1.165,-3.575,3.045,-0.7678,0.0852,-0.003535
Ta,73.0,180.9479,60.,142.,2.552,0.5104,-0.0005349,0.0226,0.0003629,-0.0002788,-1.158,-3.579,3.053,-0.7708,0.08568,-0.003562
Ta,73.0,180.9479,61.,145.,2.559,0.5102,-0.001067,0.02263,0.0003274,-0.000273,-1.107,-3.655,3.084,-0.7765,0.08615,-0.003576
Ta,73.0,180.9479,62.,152.,2.591,0.5111,-0.00175,0.02265,0.000296,-0.0002675,-0.9809,-3.845,3.148,-0.7839,0.08625,-0.003555
Ta,73.0,180.9479,63.,153.,2.585,0.5107,-0.002152,0.02265,0.0002643,-0.0002619,-0.9816,-3.837,3.149,-0.7854,0.08654,-0.003573
Ta,73.0,180.9479,64.,158.,2.603,0.5109,-0.002678,0.02269,0.0002228,-0.0002554,-0.8948,-3.966,3.195,-0.7916,0.08681,-0.003569
Ta,73.0,180.9479,65.,159.,2.597,0.5106,-0.003047,0.02269,0.0001882,-0.0002495,-0.8974,-3.956,3.195,-0.7925,0.08703,-0.003584
Ta,73.0,180.9479,66.,164.,2.615,0.5108,-0.003526,0.02272,0.0001447,-0.0002428,-0.8148,-4.076,3.236,-0.7978,0.08721,-0.003577
Ta,73.0,180.9479,67.,165.,2.609,0.5106,-0.003838,0.02272,0.0001074,-0.0002365,-0.822,-4.059,3.232,-0.7979,0.08733,-0.003587
Ta,73.0,180.9479,68.,166.,2.603,0.5103,-0.004132,0.02271,7.011e-05,-0.0002302,-0.8306,-4.04,3.226,-0.7975,0.08739,-0.003594
Ta,73.0,180.9479,69.,169.,2.609,0.5104,-0.00448,0.02273,2.725e-05,-0.0002234,-0.7969,-4.086,3.242,-0.7993,0.08744,-0.003591
Ta,73.0,180.9479,70.,174.,2.626,0.5107,-0.004877,0.02276,-2.026e-05,-0.0002162,-0.7233,-4.19,3.275,-0.8028,0.08742,-0.003577
Ta,73.0,180.9479,71.,175.,2.62,0.5106,-0.005117,0.02274,-6.026e-05,-0.0002096,-0.7361,-4.165,3.266,-0.8014,0.08738,-0.003579
Ta,73.0,180.9479,72.,180.,2.636,0.511,-0.005473,0.02277,-0.000109,-0.0002022,-0.6671,-4.261,3.295,-0.8041,0.08727,-0.003561
Ta,73.0,180.9479,73.,181.,2.631,0.5109,-0.005675,0.02276,-0.0001512,-0.0001953,-0.6826,-4.232,3.284,-0.8021,0.08715,-0.00356
Ta,73.0,180.9479,74.,184.,2.636,0.5111,-0.005923,0.02276,-0.000198,-0.000188,-0.6592,-4.26,3.29,-0.8018,0.08697,-0.003548
Ta,73.0,180.9479,75.,187.,2.641,0.5114,-0.006163,0.02276,-0.0002445,-0.0001807,-0.6369,-4.286,3.295,-0.8013,0.08676,-0.003534
Ta,73.0,180.9479,76.,192.,2.656,0.5119,-0.006437,0.02278,-0.0002954,-0.0001729,-0.5787,-4.363,3.315,-0.8019,0.08646,-0.003509
Ta,73.0,180.9479,77.,193.,2.652,0.5116,-0.006613,0.0228,-0.0003484,-0.0001652,-0.5851,-4.349,3.311,-0.8015,0.08649,-0.003513
Ta,73.0,180.9479,78.,195.,2.652,0.5118,-0.006758,0.02278,-0.000394,-0.0001578,-0.5903,-4.334,3.3,-0.7985,0.08612,-0.003497
Ta,73.0,180.9479,79.,197.,2.651,0.5121,-0.006899,0.02276,-0.0004394,-0.0001503,-0.5959,-4.318,3.289,-0.7953,0.08573,-0.00348
Ta,73.0,180.9479,80.,202.,2.665,0.5128,-0.007108,0.02276,-0.0004906,-0.0001424,-0.5486,-4.378,3.301,-0.794,0.08523,-0.003447
Ta,73.0,180.9479,81.,205.,2.67,0.5133,-0.007246,0.02274,-0.0005377,-0.0001348,-0.5406,-4.381,3.294,-0.7907,0.08473,-0.003421
Ta,73.0,180.9479,82.,208.,2.674,0.5138,-0.007376,0.02272,-0.0005856,-0.0001271,-0.5334,-4.382,3.286,-0.7872,0.0842,-0.003394
Ta,73.0,180.9479,83.,209.,2.669,0.5141,-0.007438,0.02268,-0.0006297,-0.0001197,-0.5634,-4.33,3.261,-0.7819,0.08368,-0.003375
Ta,73.0,180.9479,84.,210.,2.664,0.5144,-0.007488,0.02263,-0.0006743,-0.0001122,-0.5933,-4.279,3.237,-0.7765,0.08314,-0.003355
Ta,73.0,180.9479,85.,211.,2.66,0.5148,-0.007532,0.02259,-0.0007186,-0.0001048,-0.6231,-4.227,3.211,-0.771,0.08258,-0.003334
Ta,73.0,180.9479,86.,211.,2.65,0.5151,-0.007532,0.02254,-0.0007625,-9.729e-05,-0.6695,-4.151,3.178,-0.7647,0.08203,-0.003317
Ta,73.0,180.9479,87.,221.,2.686,0.5164,-0.007794,0.02256,-0.000824,-8.83e-05,-0.5517,-4.31,3.217,-0.7648,0.08123,-0.003255
Ta,73.0,180.9479,88.,226.,2.698,0.5172,-0.007916,0.02255,-0.0008761,-8.012e-05,-0.5189,-4.346,3.218,-0.7613,0.08053,-0.003214
Ta,73.0,180.9479,89.,225.,2.685,0.5175,-0.007857,0.02248,-0.0009199,-7.255e-05,-0.5843,-4.244,3.176,-0.7539,0.07994,-0.003198
Ta,73.0,180.9479,90.,232.,2.706,0.5185,-0.008002,0.02248,-0.0009762,-6.392e-05,-0.5236,-4.319,3.187,-0.751,0.07914,-0.003148
Ta,73.0,180.9479,91.,231.,2.693,0.5188,-0.007933,0.02241,-0.00102,-5.629e-05,-0.5887,-4.217,3.146,-0.7434,0.07852,-0.00313
Ta,73.0,180.9479,92.,238.,2.713,0.5199,-0.00805,0.0224,-0.001077,-4.757e-05,-0.5327,-4.285,3.154,-0.7401,0.07768,-0.003079
Ta,73.0,180.9479,93.,239.,2.709,0.5204,-0.008016,0.02235,-0.001124,-3.963e-05,-0.5682,-4.225,3.124,-0.7333,0.07698,-0.003051
Ta,73.0,180.9479,94.,239.,2.701,0.5209,-0.007951,0.02228,-0.001168,-3.192e-05,-0.6187,-4.144,3.087,-0.7259,0.07628,-0.003026
Ta,73.0,180.9479,95.,243.,2.709,0.5217,-0.007971,0.02225,-0.00122,-2.351e-05,-0.6114,-4.143,3.074,-0.7204,0.07546,-0.002985
Ta,73.0,180.9479,96.,245.,2.709,0.5224,-0.007942,0.02219,-0.001269,-1.541e-05,-0.6334,-4.101,3.049,-0.7137,0.07469,-0.002951
Ta,73.0,180.9479,97.,248.,2.712,0.5232,-0.007917,0.02214,-0.001319,-7.089e-06,-0.6428,-4.077,3.028,-0.7074,0.07387,-0.002913
Ta,73.0,180.9479,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ta,73.0,180.9479,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ta,73.0,180.9479,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,23.0,50.9415,1.,1.,1.743,1.367,0.1007,-0.005818,-0.0007426,4.433e-05,-1.446,0.9535,-0.08556,0.01024,-0.0006671,1.876e-05
V,23.0,50.9415,2.,4.,1.846,1.252,0.147,-0.01285,-0.000746,0.0001,-2.038,1.51,-0.2797,0.04154,-0.003018,8.525e-05
V,23.0,50.9415,3.,7.,1.696,1.149,0.174,-0.004141,-0.005537,0.0006329,-2.017,1.598,-0.3123,0.04867,-0.003802,0.0001175
V,23.0,50.9415,4.,9.,1.553,1.054,0.1693,0.003847,-0.006301,0.0005949,-1.933,1.58,-0.2738,0.03764,-0.002598,7.17e-05
V,23.0,50.9415,5.,11.,1.461,0.9828,0.1641,0.009206,-0.006584,0.0005419,-1.902,1.598,-0.2547,0.03042,-0.0017,3.395e-05
V,23.0,50.9415,6.,12.,1.303,0.9369,0.1604,0.01092,-0.006206,0.0004618,-1.756,1.629,-0.2722,0.03425,-0.002061,4.62e-05
V,23.0,50.9415,7.,14.,1.249,0.8992,0.1582,0.0129,-0.006304,0.0004489,-1.74,1.669,-0.2792,0.0342,-0.001937,3.776e-05
V,23.0,50.9415,8.,16.,1.224,0.8622,0.1548,0.01444,-0.006171,0.0004118,-1.777,1.739,-0.2975,0.03639,-0.002036,3.788e-05
V,23.0,50.9415,9.,19.,1.274,0.8294,0.1487,0.0158,-0.005779,0.0003439,-1.933,1.836,-0.314,0.03697,-0.001924,2.933e-05
V,23.0,50.9415,10.,20.,1.228,0.7987,0.1425,0.01694,-0.005352,0.0002758,-1.914,1.872,-0.3197,0.03669,-0.001777,1.954e-05
V,23.0,50.9415,11.,23.,1.282,0.7784,0.1324,0.01819,-0.004742,0.0001833,-2.025,1.884,-0.2913,0.02674,-0.0005273,-3.507e-05
V,23.0,50.9415,12.,24.,1.247,0.7586,0.1248,0.01919,-0.004299,0.0001163,-1.98,1.863,-0.2664,0.0189,0.0004898,-8.233e-05
V,23.0,50.9415,13.,27.,1.292,0.7429,0.1176,0.01996,-0.003889,5.824e-05,-2.075,1.873,-0.242,0.01014,0.001615,-0.0001328
V,23.0,50.9415,14.,28.,1.263,0.7288,0.1112,0.02051,-0.00351,7.771e-06,-2.034,1.852,-0.2192,0.002897,0.00258,-0.0001791
V,23.0,50.9415,15.,31.,1.304,0.7173,0.1051,0.02095,-0.003164,-3.616e-05,-2.114,1.851,-0.1927,-0.005956,0.003701,-0.0002294
V,23.0,50.9415,16.,32.,1.28,0.7065,0.09975,0.02125,-0.002843,-7.513e-05,-2.079,1.832,-0.1715,-0.01283,0.004638,-0.0002754
V,23.0,50.9415,17.,35.,1.317,0.6975,0.09453,0.02152,-0.002555,-0.0001089,-2.148,1.824,-0.1439,-0.02172,0.005754,-0.0003256
V,23.0,50.9415,18.,40.,1.401,0.6898,0.08962,0.02175,-0.002294,-0.0001385,-2.298,1.819,-0.109,-0.03237,0.006995,-0.0003769
V,23.0,50.9415,19.,39.,1.332,0.6811,0.08544,0.02186,-0.002043,-0.0001659,-2.181,1.794,-0.09601,-0.03713,0.007778,-0.0004216
V,23.0,50.9415,20.,40.,1.316,0.6734,0.08148,0.02196,-0.001814,-0.0001903,-2.158,1.78,-0.07769,-0.04345,0.00868,-0.0004677
V,23.0,50.9415,21.,45.,1.393,0.6672,0.07754,0.02207,-0.001611,-0.0002115,-2.294,1.767,-0.04137,-0.05417,0.00991,-0.000518
V,23.0,50.9415,22.,48.,1.42,0.661,0.07395,0.02215,-0.001424,-0.0002305,-2.341,1.748,-0.01261,-0.06289,0.011,-0.000567
V,23.0,50.9415,23.,51.,1.445,0.655,0.07059,0.02221,-0.001249,-0.000248,-2.385,1.727,0.01639,-0.07163,0.01208,-0.0006161
V,23.0,50.9415,24.,52.,1.432,0.649,0.06753,0.02225,-0.001085,-0.000264,-2.365,1.711,0.03543,-0.07817,0.01302,-0.0006645
V,23.0,50.9415,25.,55.,1.456,0.6437,0.06453,0.0223,-0.0009357,-0.0002784,-2.405,1.688,0.0652,-0.08705,0.01412,-0.0007145
V,23.0,50.9415,26.,56.,1.444,0.6383,0.06179,0.02233,-0.0007973,-0.0002916,-2.387,1.672,0.08444,-0.0937,0.01508,-0.0007645
V,23.0,50.9415,27.,59.,1.467,0.6335,0.0591,0.02237,-0.0006696,-0.0003036,-2.424,1.645,0.1151,-0.1028,0.01621,-0.0008157
V,23.0,50.9415,28.,58.,1.423,0.6282,0.05671,0.02238,-0.0005471,-0.0003149,-2.356,1.641,0.1221,-0.1069,0.01702,-0.000866
V,23.0,50.9415,29.,63.,1.48,0.6232,0.05444,0.02246,-0.0004577,-0.0003227,-2.449,1.605,0.165,-0.1188,0.01836,-0.0009211
V,23.0,50.9415,30.,64.,1.471,0.6188,0.05218,0.02248,-0.0003551,-0.0003319,-2.433,1.588,0.1846,-0.1256,0.01936,-0.0009735
V,23.0,50.9415,31.,69.,1.521,0.6151,0.04988,0.02254,-0.0002662,-0.0003398,-2.505,1.54,0.23,-0.1376,0.02069,-0.001028
V,23.0,50.9415,32.,74.,1.566,0.6116,0.0477,0.0226,-0.0001847,-0.0003469,-2.567,1.488,0.2761,-0.1497,0.02203,-0.001082
V,23.0,50.9415,33.,75.,1.557,0.6076,0.04575,0.02263,-0.0001032,-0.000354,-2.551,1.469,0.2964,-0.1567,0.02304,-0.001135
V,23.0,50.9415,34.,80.,1.599,0.6043,0.04377,0.02269,-3.559e-05,-0.0003597,-2.603,1.412,0.3434,-0.1688,0.02438,-0.001189
V,23.0,50.9415,35.,79.,1.568,0.5991,0.04234,0.02277,1.921e-06,-0.000362,-2.563,1.414,0.3527,-0.1744,0.02542,-0.001252
V,23.0,50.9415,36.,84.,1.607,0.5962,0.0405,0.02282,6.107e-05,-0.0003668,-2.609,1.354,0.4004,-0.1865,0.02676,-0.001306
V,23.0,50.9415,37.,85.,1.599,0.593,0.03882,0.02285,0.0001222,-0.0003718,-2.593,1.334,0.4205,-0.1934,0.02777,-0.00136
V,23.0,50.9415,38.,88.,1.614,0.5902,0.03718,0.02289,0.0001748,-0.0003758,-2.605,1.293,0.4542,-0.2029,0.02893,-0.001413
V,23.0,50.9415,39.,89.,1.606,0.5872,0.03566,0.02293,0.0002237,-0.0003795,-2.589,1.274,0.4739,-0.2097,0.02993,-0.001466
V,23.0,50.9415,40.,90.,1.599,0.5844,0.0342,0.02295,0.0002697,-0.0003828,-2.574,1.256,0.4929,-0.2163,0.03092,-0.00152
V,23.0,50.9415,41.,93.,1.613,0.5818,0.03276,0.023,0.0003073,-0.0003853,-2.585,1.214,0.5267,-0.2257,0.03208,-0.001573
V,23.0,50.9415,42.,98.,1.648,0.5786,0.03148,0.02311,0.000313,-0.0003846,-2.62,1.144,0.5792,-0.2392,0.03358,-0.001635
V,23.0,50.9415,43.,98.,1.631,0.5762,0.03019,0.02312,0.0003527,-0.0003872,-2.594,1.139,0.5893,-0.244,0.03443,-0.001685
V,23.0,50.9415,44.,102.,1.653,0.5742,0.02887,0.02316,0.0003824,-0.0003888,-2.609,1.084,0.6291,-0.2542,0.03559,-0.001734
V,23.0,50.9415,45.,103.,1.647,0.572,0.02766,0.02318,0.0004128,-0.0003905,-2.595,1.067,0.6463,-0.2603,0.0365,-0.001784
V,23.0,50.9415,46.,106.,1.659,0.5701,0.02648,0.02321,0.0004352,-0.0003913,-2.6,1.025,0.6779,-0.2689,0.03755,-0.001832
V,23.0,50.9415,47.,107.,1.652,0.5681,0.02537,0.02323,0.0004574,-0.000392,-2.586,1.009,0.6945,-0.2748,0.03845,-0.001881
V,23.0,50.9415,48.,114.,1.699,0.5666,0.02422,0.02328,0.0004694,-0.0003917,-2.62,0.9128,0.756,-0.2887,0.03978,-0.001926
V,23.0,50.9415,49.,115.,1.693,0.5647,0.02322,0.0233,0.000484,-0.0003916,-2.607,0.8974,0.7718,-0.2944,0.04064,-0.001974
V,23.0,50.9415,50.,120.,1.72,0.5632,0.02217,0.02334,0.0004917,-0.0003908,-2.62,0.8272,0.8175,-0.3053,0.04179,-0.002018
V,23.0,50.9415,51.,121.,1.713,0.5617,0.02123,0.02334,0.0005069,-0.0003906,-2.607,0.8146,0.8307,-0.3101,0.04254,-0.00206
V,23.0,50.9415,52.,130.,1.769,0.5607,0.02018,0.02337,0.000514,-0.0003897,-2.637,0.6902,0.9037,-0.3254,0.04387,-0.002097
V,23.0,50.9415,53.,127.,1.732,0.559,0.0194,0.02336,0.0005241,-0.0003889,-2.604,0.7346,0.8864,-0.3248,0.0443,-0.00214
V,23.0,50.9415,54.,132.,1.756,0.5579,0.0185,0.02338,0.0005271,-0.0003874,-2.611,0.6665,0.9287,-0.3346,0.0453,-0.002178
V,23.0,50.9415,55.,133.,1.75,0.5566,0.0177,0.02338,0.0005313,-0.0003861,-2.599,0.6551,0.941,-0.3391,0.04601,-0.002218
V,23.0,50.9415,56.,138.,1.773,0.5555,0.0169,0.0234,0.0005275,-0.0003838,-2.603,0.5877,0.9821,-0.3486,0.04697,-0.002253
V,23.0,50.9415,57.,139.,1.767,0.5543,0.01616,0.02341,0.0005265,-0.0003818,-2.592,0.5772,0.9935,-0.3528,0.04764,-0.002291
V,23.0,50.9415,58.,140.,1.761,0.5531,0.01548,0.02342,0.0005216,-0.0003794,-2.581,0.5673,1.004,-0.3569,0.04829,-0.002328
V,23.0,50.9415,59.,141.,1.755,0.5519,0.01481,0.02342,0.0005155,-0.0003768,-2.57,0.5578,1.015,-0.3609,0.04892,-0.002365
V,23.0,50.9415,60.,142.,1.75,0.5508,0.01418,0.02342,0.0005077,-0.000374,-2.561,0.5491,1.025,-0.3647,0.04954,-0.0024
V,23.0,50.9415,61.,145.,1.758,0.5498,0.01355,0.02344,0.0004953,-0.0003708,-2.557,0.5116,1.05,-0.371,0.05028,-0.002433
V,23.0,50.9415,62.,152.,1.792,0.5496,0.01285,0.02341,0.0004942,-0.0003685,-2.565,0.4237,1.098,-0.3807,0.05106,-0.002452
V,23.0,50.9415,63.,153.,1.786,0.5487,0.0123,0.02341,0.0004815,-0.0003651,-2.555,0.4174,1.106,-0.3838,0.05158,-0.002483
V,23.0,50.9415,64.,158.,1.806,0.5481,0.01172,0.02341,0.0004658,-0.0003614,-2.555,0.3544,1.142,-0.3918,0.05235,-0.00251
V,23.0,50.9415,65.,159.,1.801,0.5473,0.0112,0.0234,0.0004528,-0.0003579,-2.546,0.3488,1.149,-0.3947,0.05283,-0.002538
V,23.0,50.9415,66.,164.,1.821,0.5467,0.01068,0.0234,0.000434,-0.0003538,-2.545,0.2867,1.185,-0.4023,0.05356,-0.002563
V,23.0,50.9415,67.,165.,1.815,0.5459,0.01022,0.02339,0.0004161,-0.0003497,-2.537,0.2824,1.191,-0.4049,0.05401,-0.00259
V,23.0,50.9415,68.,166.,1.81,0.5452,0.009795,0.02338,0.0003968,-0.0003454,-2.529,0.2787,1.197,-0.4074,0.05443,-0.002616
V,23.0,50.9415,69.,169.,1.817,0.5446,0.009359,0.02338,0.0003738,-0.0003408,-2.525,0.2464,1.216,-0.4122,0.05497,-0.002639
V,23.0,50.9415,70.,174.,1.836,0.5441,0.008919,0.02338,0.0003496,-0.000336,-2.522,0.1866,1.25,-0.4192,0.05562,-0.00266
V,23.0,50.9415,71.,175.,1.831,0.5436,0.008549,0.02336,0.0003278,-0.0003314,-2.515,0.1846,1.254,-0.4212,0.05597,-0.002683
V,23.0,50.9415,72.,180.,1.849,0.5432,0.00815,0.02335,0.0003024,-0.0003265,-2.511,0.1264,1.285,-0.4277,0.05656,-0.002701
V,23.0,50.9415,73.,181.,1.844,0.5427,0.00782,0.02333,0.000277,-0.0003214,-2.505,0.1254,1.289,-0.4294,0.05688,-0.002721
V,23.0,50.9415,74.,184.,1.85,0.5423,0.00749,0.02331,0.00025,-0.0003161,-2.5,0.0972,1.305,-0.4332,0.05729,-0.002739
V,23.0,50.9415,75.,187.,1.856,0.5419,0.007172,0.0233,0.000222,-0.0003108,-2.495,0.0691,1.322,-0.437,0.05769,-0.002756
V,23.0,50.9415,76.,192.,1.873,0.5417,0.006856,0.02328,0.000192,-0.0003052,-2.49,0.0147,1.35,-0.4427,0.05817,-0.002769
V,23.0,50.9415,77.,193.,1.869,0.5409,0.006569,0.0233,0.0001554,-0.0002992,-2.483,0.007842,1.358,-0.4454,0.05862,-0.002795
V,23.0,50.9415,78.,195.,1.87,0.5407,0.00632,0.02327,0.0001272,-0.0002936,-2.479,-0.002669,1.364,-0.4472,0.05885,-0.002807
V,23.0,50.9415,79.,197.,1.87,0.5405,0.006081,0.02323,9.81e-05,-0.0002879,-2.474,-0.01301,1.371,-0.4488,0.05907,-0.002819
V,23.0,50.9415,80.,202.,1.886,0.5404,0.005839,0.0232,6.533e-05,-0.0002818,-2.469,-0.06296,1.396,-0.4535,0.05942,-0.002826
V,23.0,50.9415,81.,205.,1.891,0.5403,0.00562,0.02317,3.542e-05,-0.000276,-2.465,-0.08465,1.407,-0.4558,0.05963,-0.002834
V,23.0,50.9415,82.,208.,1.896,0.5403,0.005413,0.02313,5.496e-06,-0.0002702,-2.46,-0.106,1.418,-0.4579,0.05982,-0.002841
V,23.0,50.9415,83.,209.,1.892,0.5402,0.005239,0.02308,-2.526e-05,-0.0002642,-2.457,-0.1001,1.416,-0.4578,0.05989,-0.002848
V,23.0,50.9415,84.,210.,1.888,0.5401,0.005081,0.02304,-5.722e-05,-0.0002581,-2.454,-0.09412,1.413,-0.4577,0.05995,-0.002855
V,23.0,50.9415,85.,211.,1.884,0.5401,0.004924,0.02299,-8.768e-05,-0.0002521,-2.452,-0.08788,1.41,-0.4573,0.05998,-0.00286
V,23.0,50.9415,86.,211.,1.876,0.54,0.004797,0.02294,-0.0001211,-0.0002458,-2.449,-0.06878,1.402,-0.456,0.05996,-0.002866
V,23.0,50.9415,87.,221.,1.913,0.5403,0.004587,0.02291,-0.0001583,-0.0002391,-2.441,-0.1779,1.453,-0.4646,0.06042,-0.002863
V,23.0,50.9415,88.,226.,1.927,0.5405,0.004428,0.02287,-0.0001931,-0.0002327,-2.435,-0.2217,1.473,-0.4679,0.06062,-0.002864
V,23.0,50.9415,89.,225.,1.914,0.5405,0.004344,0.02282,-0.0002267,-0.0002262,-2.435,-0.1881,1.457,-0.4652,0.06049,-0.002867
V,23.0,50.9415,90.,232.,1.936,0.5407,0.004195,0.02278,-0.0002636,-0.0002195,-2.427,-0.2551,1.488,-0.4701,0.06073,-0.002864
V,23.0,50.9415,91.,231.,1.924,0.5408,0.004125,0.02272,-0.0002971,-0.0002131,-2.428,-0.2211,1.471,-0.4672,0.06057,-0.002866
V,23.0,50.9415,92.,238.,1.945,0.5411,0.004001,0.02268,-0.0003347,-0.0002062,-2.42,-0.2856,1.5,-0.4716,0.06077,-0.002861
V,23.0,50.9415,93.,239.,1.942,0.5412,0.003936,0.02262,-0.0003705,-0.0001995,-2.419,-0.2759,1.495,-0.4704,0.06067,-0.00286
V,23.0,50.9415,94.,239.,1.934,0.5413,0.003885,0.02256,-0.0004064,-0.0001927,-2.42,-0.2541,1.483,-0.4683,0.06052,-0.002859
V,23.0,50.9415,95.,243.,1.943,0.5416,0.003808,0.02251,-0.000443,-0.0001859,-2.416,-0.2798,1.494,-0.4695,0.06053,-0.002853
V,23.0,50.9415,96.,245.,1.944,0.5419,0.003751,0.02245,-0.00048,-0.000179,-2.414,-0.2815,1.493,-0.469,0.06044,-0.002849
V,23.0,50.9415,97.,248.,1.948,0.5422,0.003709,0.0224,-0.0005188,-0.0001719,-2.411,-0.2941,1.497,-0.4691,0.06037,-0.002843
V,23.0,50.9415,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,23.0,50.9415,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,23.0,50.9415,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF4,8.4,17.601,1.,1.,1.201,1.508,0.09964,-0.01504,0.00115,-7.201e-05,-0.8563,0.7956,-0.07093,0.0111,-0.0008806,2.784e-05
CF4,8.4,17.601,2.,4.,1.31,1.381,0.1505,-0.02171,0.0008374,1.327e-05,-1.17,1.137,-0.2039,0.03437,-0.002742,8.319e-05
CF4,8.4,17.601,3.,7.,1.168,1.204,0.2191,-0.01223,-0.007622,0.001039,-1.298,1.469,-0.3613,0.06935,-0.00635,0.0002219
CF4,8.4,17.601,4.,9.,1.022,1.104,0.2154,-0.003578,-0.008573,0.001012,-1.206,1.472,-0.3427,0.06402,-0.005821,0.0002047
CF4,8.4,17.601,5.,11.,0.9301,1.029,0.2104,0.002361,-0.008949,0.000959,-1.16,1.501,-0.3395,0.06185,-0.005558,0.0001951
