material,Z_material,A_material,Z,A,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12
Air,7.212,14.428,65.,159.,1.244,0.5366,0.07187,0.02202,-0.003749,0.0001729,-2.386,1.875,0.1689,-0.167,0.03059,-0.001793
Air,7.212,14.428,66.,164.,1.263,0.5357,0.07155,0.02206,-0.003778,0.0001768,-2.419,1.857,0.1904,-0.1737,0.03146,-0.001834
Air,7.212,14.428,67.,165.,1.258,0.5347,0.07127,0.0221,-0.003811,0.0001812,-2.408,1.849,0.1991,-0.1773,0.03211,-0.001875
Air,7.212,14.428,68.,166.,1.253,0.5338,0.07101,0.02214,-0.003844,0.0001856,-2.396,1.84,0.2072,-0.1807,0.03274,-0.001916
Air,7.212,14.428,69.,169.,1.26,0.533,0.07076,0.02218,-0.00388,0.0001903,-2.407,1.827,0.222,-0.1857,0.03348,-0.001956
Air,7.212,14.428,70.,174.,1.279,0.5322,0.07052,0.02221,-0.003914,0.0001948,-2.438,1.807,0.2434,-0.1923,0.03433,-0.001996
Air,7.212,14.428,71.,175.,1.274,0.5313,0.07032,0.02225,-0.003952,0.0001998,-2.427,1.8,0.2512,-0.1956,0.03494,-0.002035
Air,7.212,14.428,72.,180.,1.292,0.5306,0.07011,0.02228,-0.003989,0.0002047,-2.456,1.779,0.2727,-0.2022,0.03578,-0.002075
Air,7.212,14.428,73.,181.,1.287,0.5299,0.06994,0.02231,-0.004026,0.0002097,-2.446,1.772,0.2798,-0.2052,0.03635,-0.002112
Air,7.212,14.428,74.,184.,1.293,0.5292,0.06977,0.02234,-0.004066,0.0002149,-2.454,1.758,0.294,-0.21,0.03705,-0.00215
Air,7.212,14.428,75.,187.,1.3,0.5286,0.06961,0.02236,-0.004102,0.0002198,-2.463,1.745,0.3076,-0.2145,0.03772,-0.002186
Air,7.212,14.428,76.,192.,1.316,0.5281,0.06947,0.02239,-0.004141,0.0002251,-2.489,1.724,0.3282,-0.2206,0.03849,-0.002222
Air,7.212,14.428,77.,193.,1.313,0.5271,0.06931,0.02245,-0.004185,0.0002304,-2.48,1.715,0.3377,-0.2245,0.03919,-0.002267
Air,7.212,14.428,78.,195.,1.313,0.5266,0.06921,0.02246,-0.004224,0.0002358,-2.479,1.706,0.3469,-0.2279,0.03974,-0.0023
Air,7.212,14.428,79.,197.,1.314,0.5262,0.0691,0.02247,-0.00426,0.0002408,-2.477,1.696,0.3557,-0.2311,0.04028,-0.002332
Air,7.212,14.428,80.,202.,1.329,0.5259,0.069,0.02248,-0.004298,0.0002462,-2.501,1.676,0.3752,-0.2368,0.04098,-0.002364
Air,7.212,14.428,81.,205.,1.335,0.5255,0.06892,0.02249,-0.004335,0.0002514,-2.507,1.663,0.3872,-0.2407,0.04155,-0.002395
Air,7.212,14.428,82.,208.,1.34,0.5252,0.06885,0.02249,-0.004374,0.0002567,-2.513,1.65,0.3993,-0.2446,0.04213,-0.002426
Air,7.212,14.428,83.,209.,1.336,0.5249,0.06878,0.0225,-0.004411,0.0002619,-2.504,1.645,0.404,-0.2468,0.04256,-0.002457
Air,7.212,14.428,84.,210.,1.332,0.5246,0.06873,0.0225,-0.004447,0.0002671,-2.494,1.64,0.4083,-0.2489,0.04298,-0.002486
Air,7.212,14.428,85.,211.,1.328,0.5243,0.06868,0.0225,-0.004485,0.0002724,-2.486,1.636,0.4128,-0.251,0.04341,-0.002515
Air,7.212,14.428,86.,211.,1.319,0.524,0.06863,0.0225,-0.004523,0.0002777,-2.469,1.635,0.4137,-0.2523,0.04377,-0.002545
Air,7.212,14.428,87.,221.,1.357,0.5239,0.06857,0.0225,-0.00456,0.000283,-2.527,1.594,0.4501,-0.2616,0.04471,-0.002573
Air,7.212,14.428,88.,226.,1.371,0.5237,0.0685,0.0225,-0.004595,0.000288,-2.546,1.572,0.4686,-0.2669,0.04535,-0.002601
Air,7.212,14.428,89.,225.,1.358,0.5235,0.06849,0.0225,-0.004634,0.0002934,-2.523,1.577,0.4655,-0.2672,0.04563,-0.002629
Air,7.212,14.428,90.,232.,1.381,0.5234,0.06844,0.0225,-0.004671,0.0002986,-2.555,1.547,0.4909,-0.2739,0.04636,-0.002657
Air,7.212,14.428,91.,231.,1.368,0.5232,0.06842,0.0225,-0.004706,0.0003037,-2.533,1.551,0.4872,-0.274,0.04661,-0.002682
Air,7.212,14.428,92.,238.,1.39,0.5232,0.06839,0.02249,-0.004742,0.0003088,-2.564,1.522,0.512,-0.2805,0.04731,-0.002708
Air,7.212,14.428,93.,239.,1.387,0.523,0.06837,0.02248,-0.004778,0.000314,-2.555,1.518,0.5153,-0.2822,0.04767,-0.002733
Air,7.212,14.428,94.,239.,1.379,0.5229,0.06836,0.02248,-0.004813,0.000319,-2.541,1.519,0.5151,-0.283,0.04796,-0.002759
Air,7.212,14.428,95.,243.,1.388,0.5229,0.06834,0.02247,-0.004849,0.0003241,-2.551,1.502,0.529,-0.287,0.04848,-0.002783
Air,7.212,14.428,96.,245.,1.389,0.5229,0.06832,0.02246,-0.004883,0.0003291,-2.55,1.494,0.5358,-0.2895,0.04887,-0.002808
Air,7.212,14.428,97.,248.,1.393,0.5229,0.06831,0.02245,-0.004917,0.000334,-2.554,1.482,0.5453,-0.2924,0.04929,-0.00283
Air,7.212,14.428,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air,7.212,14.428,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air,7.212,14.428,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb,41.0,92.9064,1.,1.,2.082,1.314,0.08674,-0.001315,-0.0008874,1.774e-05,-1.795,0.9853,-0.07145,0.006646,-0.0003636,9.829e-06
Nb,41.0,92.9064,2.,4.,2.169,1.211,0.1321,-0.009419,-0.0005992,5.259e-05,-2.533,1.637,-0.2872,0.03998,-0.002781,7.619e-05
Nb,41.0,92.9064,3.,7.,2.02,1.1,0.1537,-0.002037,-0.00374,0.0003559,-2.654,1.87,-0.3706,0.05583,-0.004291,0.0001318
Nb,41.0,92.9064,4.,9.,1.879,1.007,0.1485,0.005722,-0.004421,0.0003119,-2.554,1.811,-0.3096,0.04015,-0.002676,7.287e-05
Nb,41.0,92.9064,5.,11.,1.789,0.9373,0.1428,0.01087,-0.004649,0.0002565,-2.523,1.805,-0.2744,0.02919,-0.001417,2.279e-05
Nb,41.0,92.9064,6.,12.,1.632,0.8924,0.139,0.01244,-0.004263,0.0001796,-2.391,1.854,-0.2958,0.03298,-0.001714,3.115e-05
Nb,41.0,92.9064,7.,14.,1.579,0.8562,0.1367,0.01426,-0.004351,0.0001692,-2.389,1.897,-0.2997,0.03168,-0.001433,1.618e-05
Nb,41.0,92.9064,8.,16.,1.555,0.8206,0.1333,0.01565,-0.004221,0.0001368,-2.452,1.978,-0.3169,0.03287,-0.001385,9.655e-06
Nb,41.0,92.9064,9.,19.,1.605,0.7896,0.1272,0.01684,-0.003848,7.622e-05,-2.64,2.075,-0.3264,0.03131,-0.001032,-8.377e-06
Nb,41.0,92.9064,10.,20.,1.559,0.7604,0.1212,0.0178,-0.00344,1.565e-05,-2.633,2.115,-0.3286,0.0296,-0.0006943,-2.656e-05
Nb,41.0,92.9064,11.,23.,1.614,0.7419,0.1113,0.01887,-0.002866,-6.702e-05,-2.736,2.085,-0.278,0.01496,0.0009934,-9.627e-05
Nb,41.0,92.9064,12.,24.,1.579,0.7234,0.1041,0.01971,-0.002458,-0.0001252,-2.678,2.04,-0.2395,0.00391,0.002345,-0.0001563
Nb,41.0,92.9064,13.,27.,1.623,0.7092,0.09716,0.02033,-0.002089,-0.0001737,-2.766,2.014,-0.1954,-0.009041,0.003868,-0.0002207
Nb,41.0,92.9064,14.,28.,1.594,0.6961,0.09121,0.02074,-0.001754,-0.0002146,-2.713,1.972,-0.1605,-0.01916,0.005138,-0.0002787
Nb,41.0,92.9064,15.,31.,1.634,0.686,0.08545,0.02107,-0.001456,-0.000249,-2.779,1.934,-0.1151,-0.03194,0.006624,-0.0003416
Nb,41.0,92.9064,16.,32.,1.611,0.676,0.08046,0.02127,-0.001182,-0.0002787,-2.733,1.895,-0.08281,-0.04149,0.007847,-0.0003988
Nb,41.0,92.9064,17.,35.,1.647,0.6683,0.07558,0.02144,-0.0009413,-0.0003034,-2.787,1.85,-0.03701,-0.05405,0.009299,-0.0004604
Nb,41.0,92.9064,18.,40.,1.73,0.6619,0.07096,0.0216,-0.0007326,-0.0003238,-2.915,1.79,0.02288,-0.06939,0.01093,-0.0005235
Nb,41.0,92.9064,19.,39.,1.661,0.6538,0.06721,0.02162,-0.0005243,-0.0003432,-2.794,1.766,0.03856,-0.07543,0.0119,-0.0005772
Nb,41.0,92.9064,20.,40.,1.644,0.6469,0.06363,0.02163,-0.0003389,-0.0003596,-2.763,1.735,0.06621,-0.084,0.01305,-0.0006327
Nb,41.0,92.9064,21.,45.,1.721,0.6418,0.05996,0.02169,-0.000186,-0.0003724,-2.873,1.668,0.1268,-0.09917,0.01464,-0.0006937
Nb,41.0,92.9064,22.,48.,1.747,0.6365,0.05668,0.02172,-4.372e-05,-0.0003838,-2.901,1.613,0.1723,-0.1112,0.01601,-0.0007523
Nb,41.0,92.9064,23.,51.,1.772,0.6314,0.05363,0.02173,8.729e-05,-0.0003939,-2.925,1.557,0.2176,-0.1231,0.01738,-0.0008105
Nb,41.0,92.9064,24.,52.,1.758,0.626,0.0509,0.02171,0.0002123,-0.0004033,-2.896,1.525,0.2456,-0.1318,0.01854,-0.0008673
Nb,41.0,92.9064,25.,55.,1.781,0.6215,0.04818,0.02172,0.000319,-0.0004109,-2.916,1.465,0.2916,-0.1438,0.01992,-0.0009263
Nb,41.0,92.9064,26.,56.,1.769,0.6167,0.04575,0.0217,0.000422,-0.0004181,-2.889,1.433,0.3196,-0.1525,0.0211,-0.0009842
Nb,41.0,92.9064,27.,59.,1.792,0.6126,0.04331,0.02172,0.0005098,-0.0004238,-2.905,1.371,0.3663,-0.1646,0.02249,-0.001044
Nb,41.0,92.9064,28.,58.,1.748,0.6076,0.04126,0.02168,0.000599,-0.0004297,-2.841,1.37,0.3753,-0.17,0.02348,-0.001102
Nb,41.0,92.9064,29.,63.,1.804,0.6035,0.03918,0.02174,0.0006495,-0.0004316,-2.9,1.277,0.442,-0.186,0.02515,-0.001166
Nb,41.0,92.9064,30.,64.,1.794,0.5996,0.03718,0.02174,0.0007194,-0.0004357,-2.875,1.244,0.4702,-0.1948,0.02635,-0.001226
Nb,41.0,92.9064,31.,69.,1.843,0.5967,0.03507,0.02179,0.000772,-0.0004382,-2.91,1.142,0.5375,-0.2105,0.02794,-0.001286
Nb,41.0,92.9064,32.,74.,1.888,0.5939,0.03306,0.02183,0.0008197,-0.0004404,-2.934,1.036,0.6046,-0.226,0.02952,-0.001346
Nb,41.0,92.9064,33.,75.,1.878,0.5904,0.03135,0.02184,0.0008693,-0.0004427,-2.908,1.001,0.6333,-0.2349,0.03073,-0.001406
Nb,41.0,92.9064,34.,80.,1.919,0.5878,0.02953,0.0219,0.0009045,-0.0004437,-2.922,0.8915,0.7005,-0.2503,0.03228,-0.001465
Nb,41.0,92.9064,35.,79.,1.888,0.5828,0.02835,0.02195,0.0009146,-0.0004418,-2.886,0.8917,0.7149,-0.2577,0.03356,-0.001538
Nb,41.0,92.9064,36.,84.,1.926,0.5807,0.02664,0.022,0.0009445,-0.0004425,-2.893,0.7797,0.7819,-0.2728,0.03508,-0.001594
Nb,41.0,92.9064,37.,85.,1.918,0.5778,0.02518,0.02202,0.0009788,-0.0004435,-2.868,0.7465,0.809,-0.2813,0.03624,-0.001653
Nb,41.0,92.9064,38.,88.,1.932,0.5755,0.02372,0.02206,0.001002,-0.0004435,-2.856,0.6735,0.8556,-0.2929,0.03756,-0.001709
Nb,41.0,92.9064,39.,89.,1.924,0.5728,0.02239,0.02208,0.001027,-0.0004437,-2.833,0.6417,0.8818,-0.3011,0.0387,-0.001767
Nb,41.0,92.9064,40.,90.,1.916,0.5703,0.02113,0.0221,0.001045,-0.0004433,-2.81,0.6105,0.9077,-0.3093,0.03983,-0.001824
Nb,41.0,92.9064,41.,93.,1.93,0.5682,0.01984,0.02214,0.001059,-0.0004424,-2.798,0.5384,0.9532,-0.3206,0.04111,-0.001879
Nb,41.0,92.9064,42.,98.,1.964,0.5656,0.01868,0.02226,0.001038,-0.0004381,-2.791,0.4155,1.025,-0.3371,0.04279,-0.001944
Nb,41.0,92.9064,43.,98.,1.947,0.5634,0.01757,0.02226,0.001056,-0.0004377,-2.767,0.4098,1.038,-0.3427,0.04373,-0.001997
Nb,41.0,92.9064,44.,102.,1.969,0.5619,0.01638,0.0223,0.001061,-0.0004361,-2.753,0.3193,1.09,-0.3546,0.04495,-0.002045
Nb,41.0,92.9064,45.,103.,1.961,0.56,0.01532,0.02232,0.001073,-0.0004351,-2.733,0.2941,1.111,-0.3614,0.04592,-0.002095
Nb,41.0,92.9064,46.,106.,1.973,0.5585,0.01428,0.02235,0.001073,-0.000433,-2.717,0.2268,1.152,-0.3712,0.04702,-0.002142
Nb,41.0,92.9064,47.,107.,1.966,0.5567,0.01332,0.02236,0.001078,-0.0004313,-2.698,0.2034,1.172,-0.3777,0.04794,-0.00219
Nb,41.0,92.9064,48.,114.,2.012,0.5558,0.01223,0.02243,0.001065,-0.000428,-2.681,0.05053,1.25,-0.3934,0.04929,-0.002229
Nb,41.0,92.9064,49.,115.,2.005,0.5542,0.01137,0.02245,0.001062,-0.0004255,-2.663,0.02873,1.269,-0.3996,0.05017,-0.002276
Nb,41.0,92.9064,50.,120.,2.031,0.5531,0.01042,0.02249,0.001051,-0.0004223,-2.642,-0.07882,1.326,-0.4116,0.0513,-0.002315
Nb,41.0,92.9064,51.,121.,2.024,0.5518,0.00961,0.02249,0.00105,-0.00042,-2.626,-0.09472,1.341,-0.4166,0.05203,-0.002354
Nb,41.0,92.9064,52.,130.,2.08,0.5515,0.008608,0.02255,0.001034,-0.0004163,-2.593,-0.2831,1.431,-0.4331,0.05327,-0.002381
Nb,41.0,92.9064,53.,127.,2.042,0.5499,0.007993,0.02252,0.001033,-0.000414,-2.589,-0.2104,1.406,-0.4319,0.05369,-0.002423
Nb,41.0,92.9064,54.,132.,2.066,0.5492,0.007184,0.02255,0.001018,-0.0004102,-2.565,-0.3101,1.457,-0.4422,0.05461,-0.002453
Nb,41.0,92.9064,55.,133.,2.059,0.5481,0.006505,0.02255,0.001008,-0.0004071,-2.551,-0.3229,1.47,-0.4465,0.05526,-0.002488
Nb,41.0,92.9064,56.,138.,2.081,0.5474,0.00578,0.02257,0.0009873,-0.0004027,-2.526,-0.4193,1.518,-0.4561,0.05612,-0.002515
Nb,41.0,92.9064,57.,139.,2.075,0.5464,0.005162,0.02257,0.0009735,-0.0003991,-2.514,-0.4303,1.529,-0.4601,0.05671,-0.002548
Nb,41.0,92.9064,58.,140.,2.069,0.5454,0.004587,0.02258,0.0009555,-0.000395,-2.502,-0.4404,1.539,-0.4638,0.05729,-0.002579
Nb,41.0,92.9064,59.,141.,2.063,0.5445,0.004032,0.02258,0.0009367,-0.0003908,-2.492,-0.4498,1.549,-0.4674,0.05784,-0.00261
Nb,41.0,92.9064,60.,142.,2.057,0.5436,0.003516,0.02258,0.0009155,-0.0003863,-2.481,-0.4583,1.559,-0.4708,0.05837,-0.002639
Nb,41.0,92.9064,61.,145.,2.065,0.5429,0.002972,0.0226,0.0008889,-0.0003813,-2.464,-0.5082,1.586,-0.4768,0.05899,-0.002664
Nb,41.0,92.9064,62.,152.,2.098,0.5432,0.002318,0.02259,0.0008721,-0.0003772,-2.434,-0.6284,1.639,-0.4857,0.05953,-0.002668
Nb,41.0,92.9064,63.,153.,2.092,0.5425,0.00187,0.02258,0.0008488,-0.0003724,-2.426,-0.6316,1.645,-0.4881,0.05992,-0.002691
Nb,41.0,92.9064,64.,158.,2.112,0.5422,0.001356,0.0226,0.0008185,-0.000367,-2.4,-0.7157,1.684,-0.4954,0.0605,-0.002706
Nb,41.0,92.9064,65.,159.,2.106,0.5415,0.0009433,0.02259,0.0007926,-0.0003619,-2.393,-0.7181,1.689,-0.4975,0.06086,-0.002727
Nb,41.0,92.9064,66.,164.,2.125,0.5413,0.0004778,0.0226,0.0007589,-0.0003561,-2.368,-0.7997,1.727,-0.5044,0.06139,-0.00274
Nb,41.0,92.9064,67.,165.,2.12,0.5407,0.0001228,0.02259,0.000729,-0.0003506,-2.362,-0.7997,1.73,-0.5061,0.06169,-0.002758
Nb,41.0,92.9064,68.,166.,2.114,0.5402,-0.0002126,0.02258,0.0006986,-0.0003449,-2.357,-0.7985,1.733,-0.5075,0.06195,-0.002775
Nb,41.0,92.9064,69.,169.,2.121,0.5399,-0.0005727,0.02258,0.0006646,-0.000339,-2.342,-0.8366,1.751,-0.5112,0.0623,-0.002787
Nb,41.0,92.9064,70.,174.,2.139,0.5398,-0.0009514,0.02259,0.0006268,-0.0003326,-2.317,-0.9124,1.785,-0.5171,0.06271,-0.002795
Nb,41.0,92.9064,71.,175.,2.133,0.5394,-0.001228,0.02257,0.0005924,-0.0003265,-2.314,-0.9089,1.786,-0.518,0.06291,-0.002808
Nb,41.0,92.9064,72.,180.,2.151,0.5393,-0.001572,0.02258,0.0005534,-0.00032,-2.289,-0.9815,1.818,-0.5234,0.06326,-0.002813
Nb,41.0,92.9064,73.,181.,2.146,0.539,-0.001811,0.02256,0.0005179,-0.0003137,-2.287,-0.9755,1.817,-0.5237,0.06339,-0.002823
Nb,41.0,92.9064,74.,184.,2.151,0.5388,-0.002068,0.02255,0.0004783,-0.000307,-2.274,-1.006,1.831,-0.5262,0.06358,-0.002829
Nb,41.0,92.9064,75.,187.,2.157,0.5387,-0.002317,0.02254,0.0004397,-0.0003004,-2.262,-1.037,1.844,-0.5285,0.06375,-0.002833
Nb,41.0,92.9064,76.,192.,2.173,0.5388,-0.002574,0.02253,0.000397,-0.0002934,-2.239,-1.101,1.871,-0.5326,0.06397,-0.002833
Nb,41.0,92.9064,77.,193.,2.169,0.5382,-0.002777,0.02255,0.0003499,-0.0002861,-2.234,-1.104,1.875,-0.5343,0.06424,-0.002848
Nb,41.0,92.9064,78.,195.,2.169,0.5382,-0.002946,0.02252,0.0003101,-0.0002792,-2.229,-1.109,1.877,-0.5344,0.06424,-0.002849
Nb,41.0,92.9064,79.,197.,2.17,0.5382,-0.003111,0.02249,0.0002712,-0.0002724,-2.225,-1.115,1.879,-0.5345,0.06423,-0.002848
Nb,41.0,92.9064,80.,202.,2.185,0.5384,-0.003302,0.02247,0.0002273,-0.000265,-2.204,-1.171,1.901,-0.5373,0.06429,-0.002841
Nb,41.0,92.9064,81.,205.,2.19,0.5385,-0.003443,0.02244,0.0001847,-0.0002577,-2.195,-1.191,1.907,-0.5379,0.06426,-0.002836
Nb,41.0,92.9064,82.,208.,2.195,0.5387,-0.003581,0.02242,0.0001423,-0.0002504,-2.186,-1.211,1.914,-0.5384,0.06422,-0.002831
Nb,41.0,92.9064,83.,209.,2.19,0.5388,-0.003671,0.02237,0.0001013,-0.0002433,-2.189,-1.195,1.906,-0.5367,0.06408,-0.002828
Nb,41.0,92.9064,84.,210.,2.186,0.5389,-0.003748,0.02233,5.936e-05,-0.000236,-2.193,-1.178,1.897,-0.5349,0.06391,-0.002823
Nb,41.0,92.9064,85.,211.,2.181,0.539,-0.003817,0.02229,1.751e-05,-0.0002286,-2.196,-1.161,1.888,-0.5329,0.06373,-0.002817
Nb,41.0,92.9064,86.,211.,2.173,0.5391,-0.003851,0.02224,-2.546e-05,-0.0002211,-2.205,-1.128,1.873,-0.53,0.0635,-0.002813
Nb,41.0,92.9064,87.,221.,2.209,0.5398,-0.004043,0.02223,-7.588e-05,-0.000213,-2.161,-1.257,1.921,-0.5359,0.06356,-0.002791
Nb,41.0,92.9064,88.,226.,2.223,0.5402,-0.004148,0.0222,-0.0001213,-0.0002054,-2.144,-1.302,1.936,-0.537,0.06344,-0.002776
Nb,41.0,92.9064,89.,225.,2.21,0.5403,-0.00413,0.02214,-0.0001656,-0.0001976,-2.16,-1.251,1.913,-0.5328,0.06313,-0.00277
Nb,41.0,92.9064,90.,232.,2.231,0.5408,-0.004245,0.02212,-0.0002133,-0.0001897,-2.133,-1.324,1.939,-0.5352,0.06302,-0.002751
Nb,41.0,92.9064,91.,231.,2.219,0.541,-0.004216,0.02206,-0.0002578,-0.0001819,-2.149,-1.273,1.915,-0.5308,0.06268,-0.002743
Nb,41.0,92.9064,92.,238.,2.24,0.5416,-0.004301,0.02203,-0.0003069,-0.0001738,-2.123,-1.342,1.938,-0.5328,0.06253,-0.002722
Nb,41.0,92.9064,93.,239.,2.236,0.5419,-0.004287,0.02198,-0.000353,-0.0001658,-2.129,-1.32,1.926,-0.5298,0.06222,-0.00271
Nb,41.0,92.9064,94.,239.,2.228,0.5422,-0.00425,0.02192,-0.0003985,-0.0001579,-2.141,-1.283,1.908,-0.526,0.06186,-0.002699
Nb,41.0,92.9064,95.,243.,2.237,0.5427,-0.004266,0.02187,-0.0004462,-0.0001498,-2.132,-1.305,1.912,-0.5251,0.06158,-0.002681
Nb,41.0,92.9064,96.,245.,2.237,0.5431,-0.004247,0.02182,-0.0004922,-0.0001418,-2.134,-1.296,1.904,-0.5225,0.06124,-0.002665
Nb,41.0,92.9064,97.,248.,2.241,0.5436,-0.004229,0.02176,-0.0005392,-0.0001337,-2.132,-1.301,1.901,-0.5205,0.0609,-0.002646
Nb,41.0,92.9064,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb,41.0,92.9064,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb,41.0,92.9064,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ta,73.0,180.9479,1.,1.,2.488,1.299,0.06507,0.0003753,-7.426e-05,-8.208e-05,-2.144,0.9715,-0.05281,0.003983,-0.0002205,7.233e-06
Ta,73.0,180.9479,2.,4.,2.556,1.206,0.1106,-0.008829,0.0004173,-5.739e-05,-3.033,1.709,-0.2824,0.03762,-0.002549,6.858e-05
Ta,73.0,180.9479,3.,7.,2.532,1.009,0.1506,0.0008708,-0.003854,0.000334,-4.278,2.729,-0.5863,0.08366,-0.006069,0.000176
Ta,73.0,180.9479,4.,9.,2.395,0.9182,0.1435,0.008324,-0.004313,0.0002664,-4.089,2.546,-0.4738,0.05898,-0.003749,9.669e-05
Ta,73.0,180.9479,5.,11.,2.309,0.8516,0.1364,0.01322,-0.004381,0.0001951,-4.026,2.466,-0.4018,0.04083,-0.001875,2.729e-05
Ta,73.0,180.9479,6.,12.,2.156,0.8077,0.1319,0.01471,-0.003943,0.0001139,-3.931,2.562,-0.4383,0.04666,-0.002287,3.766e-05
Ta,73.0,180.9479,7.,14.,2.106,0.7732,0.1287,0.01641,-0.003967,9.851e-05,-3.955,2.609,-0.4374,0.04368,-0.001813,1.527e-05
Ta,73.0,180.9479,8.,16.,2.084,0.7395,0.1247,0.01767,-0.003789,6.353e-05,-4.088,2.725,-0.4584,0.04442,-0.001656,3.375e-06
Ta,73.0,180.9479,9.,19.,2.135,0.7108,0.1181,0.0187,-0.003387,3.587e-06,-4.355,2.833,-0.4583,0.03968,-0.0009522,-2.784e-05
Ta,73.0,180.9479,10.,20.,2.092,0.6834,0.1118,0.01949,-0.002965,-5.452e-05,-4.371,2.871,-0.4525,0.0354,-0.0003125,-5.831e-05
Ta,73.0,180.9479,11.,23.,2.146,0.6674,0.1019,0.02033,-0.002394,-0.0001311,-4.412,2.715,-0.3417,0.008839,0.002444,-0.0001639
Ta,73.0,180.9479,12.,24.,2.111,0.6507,0.09475,0.02097,-0.00199,-0.0001839,-4.286,2.58,-0.2621,-0.01067,0.004599,-0.0002524
Ta,73.0,180.9479,13.,27.,2.155,0.6387,0.08795,0.02142,-0.00164,-0.0002255,-4.315,2.439,-0.1636,-0.0345,0.007112,-0.0003505
Ta,73.0,180.9479,14.,28.,2.127,0.6271,0.0822,0.02168,-0.001326,-0.0002599,-4.2,2.315,-0.09078,-0.05263,0.009163,-0.0004372
Ta,73.0,180.9479,15.,31.,2.166,0.6188,0.07663,0.02187,-0.00106,-0.0002866,-4.196,2.159,0.00895,-0.07616,0.01163,-0.0005336
Ta,73.0,180.9479,16.,32.,2.142,0.6101,0.07189,0.02194,-0.0008142,-0.0003094,-4.093,2.044,0.07703,-0.09339,0.01362,-0.0006195
Ta,73.0,180.9479,17.,35.,2.177,0.6039,0.06724,0.02202,-0.0006121,-0.0003264,-4.07,1.879,0.1764,-0.1165,0.01603,-0.0007142
Ta,73.0,180.9479,18.,40.,2.259,0.5994,0.06278,0.02209,-0.0004443,-0.000339,-4.093,1.658,0.3053,-0.1446,0.01874,-0.0008117
Ta,73.0,180.9479,19.,39.,2.19,0.592,0.05938,0.02201,-0.000266,-0.0003522,-3.947,1.608,0.3379,-0.1555,0.02032,-0.0008918
Ta,73.0,180.9479,20.,40.,2.173,0.586,0.05606,0.02195,-0.0001158,-0.0003621,-3.869,1.511,0.3983,-0.1714,0.02222,-0.0009768
Ta,73.0,180.9479,21.,45.,2.248,0.5826,0.05253,0.02197,-3.234e-06,-0.000368,-3.868,1.281,0.5267,-0.1989,0.02484,-0.00107
Ta,73.0,180.9479,22.,48.,2.273,0.5785,0.04945,0.02194,0.0001028,-0.0003732,-3.812,1.111,0.6218,-0.2205,0.02709,-0.001159
Ta,73.0,180.9479,23.,51.,2.297,0.5746,0.04658,0.02191,0.0001991,-0.0003774,-3.752,0.9399,0.7161,-0.2419,0.02931,-0.001247
Ta,73.0,180.9479,24.,52.,2.282,0.57,0.04409,0.02184,0.0002918,-0.0003814,-3.677,0.8429,0.7762,-0.2578,0.03122,-0.001333
Ta,73.0,180.9479,25.,55.,2.305,0.5666,0.04154,0.02182,0.0003652,-0.0003836,-3.611,0.669,0.871,-0.2792,0.03345,-0.001421
Ta,73.0,180.9479,26.,56.,2.292,0.5625,0.03932,0.02176,0.0004395,-0.0003861,-3.539,0.5736,0.9303,-0.2949,0.03536,-0.001507
Ta,73.0,180.9479,27.,59.,2.314,0.5594,0.03703,0.02175,0.0004962,-0.000387,-3.468,0.3981,1.025,-0.3162,0.03757,-0.001595
Ta,73.0,180.9479,28.,58.,2.27,0.5549,0.03522,0.02166,0.0005645,-0.0003891,-3.405,0.3875,1.047,-0.3263,0.0392,-0.001683
Ta,73.0,180.9479,29.,63.,2.324,0.552,0.03318,0.02172,0.000582,-0.0003863,-3.33,0.1257,1.181,-0.3542,0.04184,-0.001776
Ta,73.0,180.9479,30.,64.,2.314,0.5487,0.03136,0.02169,0.0006293,-0.0003869,-3.263,0.03312,1.239,-0.3697,0.04374,-0.001864
Ta,73.0,180.9479,31.,69.,2.361,0.547,0.02932,0.02174,0.0006508,-0.0003851,-3.163,-0.2316,1.368,-0.3959,0.04616,-0.001948
Ta,73.0,180.9479,32.,74.,2.405,0.5453,0.02738,0.02179,0.000669,-0.0003831,-3.051,-0.4959,1.495,-0.4215,0.04852,-0.00203
Ta,73.0,180.9479,33.,75.,2.395,0.5424,0.02581,0.02178,0.0006993,-0.0003825,-2.984,-0.5875,1.552,-0.4367,0.05039,-0.002116
Ta,73.0,180.9479,34.,80.,2.434,0.5408,0.02406,0.02184,0.0007068,-0.0003798,-2.862,-0.8512,1.676,-0.4616,0.05267,-0.002195
